Number,OPID,CPY ID,Company,Opportunity,Creation Date,Project,Owner,Lead,Active / Paused / Closed,Progress,Reason,Closing,Value,Revenue Type,TCV,Notes,Pain,Economic Buyer,Champion,Decision Criteria,Decision Process,Drive,Closing Probability,Average of Time invested,Last Task,Active Follow Up Task?,CF * Probability,Scenarios,Month,Data Origin,Data Cluster,Time Spend on OPID,Value / h,Earlist OPID Closing Date,Exclude before 2020,Exclude before 20202,Quarter,Cashflow Plan per Quarter,Cashflow Plan per Quarter by Owner,Number of Opportunities per Quarter per Owner,Cashflow Plan by Owner,OPID Stage,Reporting Cluster,Revenue Type Name,TCV (Actual),TCV (Forecast) Type,Data Origin2,Remove (-1),Creation Date_Year-Week,RevenueCurrency,RevenueCurrencySymbol,unknownProduct
391,OPID391,CPY8251030,Nike,Mass Customization | Platform,10 Dec 2021,Footwear,Joris Debo,Inbound | Partner,Active,2) First Contact,,"Friday, 1 April 2022"," 15,000.00 € ", ARR ,,,,,,,,,35%,#REF!,#REF!,," 5,250.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Friday, 1 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-49,Euros,€,Footwear
392,OPID392,CPY825118,Renishaw,Development Partnership Agreement & Catchall ,10 Dec 2021,Tool Making,Joris Debo,Existing Network,Active,3) Project Evaluation,,"Tuesday, 15 March 2022"," 10,000.00 € ", ARR ,,,,,,,,,35%,#REF!,#REF!,," 3,500.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 15 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,3,1 - Revenue,ARR,10000,,Forecast,Unhide,2021-49,Euros,€,Tool Making
393,OPID393,CPY82543,Desktop Metal,Heat exchangers,14 Dec 2021,Tool Making,Joris Debo,Outreach | Cold,Active,3) Project Evaluation,,"Friday, 1 April 2022"," 15,000.00 € ", ARR ,,,,,,,,,35%,#REF!,#REF!,," 5,250.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Friday, 1 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,3,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-50,Euros,€,Tool Making
394,OPID394,CPY8251910,Oerlikon,Development Partnership Agreement & Catchall,22 Oct 2021,Tool Making,Joris Debo,Existing Network,Active,3) Project Evaluation,,"Friday, 15 April 2022"," 25,000.00 € ", ARR ,,,,,,,,,35%,#REF!,#REF!,," 8,750.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Friday, 15 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,3,1 - Revenue,ARR,25000,,Forecast,Unhide,2021-42,Euros,€,Tool Making
395,OPID395,CPY8251027,Brooks Running,Hyperganic Emboss & Lattice / Mass customisation,09 Dec 2021,Footwear,Joris Debo,Inbound | Partner,Active,2) First Contact,,"Monday, 14 March 2022"," 10,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 2,500.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Monday, 14 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,2,1 - Revenue,ARR,10000,,Forecast,Unhide,2021-49,Euros,€,Footwear
396,OPID396,CPY8256097,DESMA Schuhmaschinen GmbH,Footwear applications /mold ,27 Dec 2021,Footwear,Joris Debo,Outreach | Cold,Active,2) First Contact,,"Monday, 16 May 2022"," 50,000.00 € ", ARR ,,,4,3,3,3,3,2,25%,#REF!,#REF!,," 12,500.00 € ",25%-50%,44682,Forecast,Revenue,#REF!,  ,"Monday, 16 May 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,2,1 - Revenue,ARR,50000,,Forecast,Unhide,2021-52,Euros,€,Footwear
397,OPID397,CPY8256209,Okalux Glastechnik GmbH,3DP inserts for light distribution solutions,15 Dec 2021,Discovery,Joris Debo,Existing Network,Active,2) First Contact,,"Friday, 15 April 2022"," 5,000.00 € ", ARR ,,,,,,,,,10%,#REF!,#REF!,, 500.00 € ,<25%,44652,Forecast,Revenue,#REF!,  ,"Friday, 15 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,2,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-50,Euros,€,Discovery
398,OPID398,CPY8256173,inG3D GmbH ,Development Partnership Agreement & Catchall + gcode output application for their machines,17 Dec 2021,Discovery,Joris Debo,Outreach | Cold,Active,2) First Contact,,"Friday, 15 April 2022"," 5,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 1,250.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Friday, 15 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,2,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-50,Euros,€,Discovery
399,OPID399,CPY82528,"Carbon, Inc.",Mass customisation Applications,14 Dec 2021,Discovery,Joris Debo,Outreach | Cold,Active,2) First Contact,,"Wednesday, 15 June 2022"," 10,000.00 € ", ARR ,,,,,,,,,20%,#REF!,#REF!,," 2,000.00 € ",<25%,44713,Forecast,Revenue,#REF!,  ,"Wednesday, 15 June 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,2,1 - Revenue,ARR,10000,,Forecast,Unhide,2021-50,Euros,€,Discovery
400,OPID400,CPY8256171,Salvatore Ferragamo S.p.A.,Footwear applications,30 Nov 2021,Footwear,Joris Debo,Outreach | Cold,Active,1) Prospect,,"Friday, 15 April 2022"," 5,000.00 € ", ARR ,,,,,,,,,20%,#REF!,#REF!,," 1,000.00 € ",<25%,44652,Forecast,Revenue,#REF!,  ,"Friday, 15 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,1,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-48,Euros,€,Footwear
401,OPID401,CPY8256108,Delva Oy,Conformal cooling/Heat exchangers,18 Nov 2021,Tool Making,Joris Debo,Outreach | Cold,Active,2) First Contact,,"Tuesday, 15 March 2022"," 15,000.00 € ", ARR ,,,,,,,,,20%,#REF!,#REF!,," 3,000.00 € ",<25%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 15 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-46,Euros,€,Tool Making
402,OPID402,CPY8256210,FLO Mağazacılık Genel Müdürlüğü,Footwear Emboss & Lattice ,14 Dec 2021,Footwear,Joris Debo,Outreach | Cold,Active,3) Project Evaluation,,"Tuesday, 15 February 2022"," 5,000.00 € ", ARR ,,,,,,,,,10%,#REF!,#REF!,, 500.00 € ,<25%,44593,Forecast,Revenue,#REF!,  ,"Tuesday, 15 February 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,3,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-50,Euros,€,Footwear
403,OPID403,CPY8251753,Avid Product Development,Workflow | Eyewear,20 Dec 2021,Discovery,Abhishek Parekh,Outreach | Cold,Active,2) First Contact,,"Thursday, 30 June 2022"," 15,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-51,Euros,€,Discovery
404,OPID404,CPY8255737,RESA Pte Ltd,Workflow | Cranial Helmets,21 Dec 2021,Discovery,Abhishek Parekh,Outreach | Cold,Active,3) Project Evaluation,,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",3,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-51,Euros,€,Discovery
405,OPID405,CPY8256221,All Ahead Composites GmbH,Saddles,21 Dec 2021,Discovery,Abhishek Parekh,Outreach | Cold,Active,2) First Contact,,"Saturday, 30 April 2022"," 15,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Saturday, 30 April 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-51,Euros,€,Discovery
406,OPID406,CPY8256248,Makino Asia Pte Ltd,Hyperganic Platform,21 Dec 2021,Tool Making,Sherman Lim,Outreach | Cold,Active,2) First Contact,,"Saturday, 30 April 2022"," 15,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44652,Forecast,Revenue,#REF!,  ,"Saturday, 30 April 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-51,Euros,€,Tool Making
407,OPID407,CPY8251144,CollPlant Ltd.,Hyperganic Platform,05 Jan 2022,Bioprinting,Amelie Erben,Outreach | Cold,Active,3) Project Evaluation,,"Saturday, 30 April 2022"," 15,000.00 € ", ARR ,,,2,1,,1,1,3,40%,#REF!,#REF!,," 6,000.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Saturday, 30 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,5,0 €,3,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
408,OPID408,CPY82597,Nanoscribe GmbH,Hyperganic Platform,05 Jan 2022,Bioprinting,Amelie Erben,Existing Network,Active,3) Project Evaluation,,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,3,1,,3,,3,50%,#REF!,#REF!,," 7,500.00 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,8,0 €,3,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
409,OPID409,CPY8256273,ETH Zurich | Zenobi Group,Hyperganic Platform | Academic,05 Jan 2022,Bioprinting,Amelie Erben,Outreach | Cold,Active,5) Pilot,,"Thursday, 31 March 2022", -   € ,,,,4,3,,3,3,4,85%,#REF!,#REF!,, -   € ,75%-99%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,8,0 €,5,#N/A,#N/A,0,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
410,OPID410,CPY8256337,Copner Biotech Ltd,Hyperganic Platform,05 Jan 2022,Bioprinting,Amelie Erben,Outreach | Cold,Active,2) First Contact,,"Monday, 30 May 2022"," 15,000.00 € ", ARR ,,,1,,,1,1,,15%,#REF!,#REF!,," 2,250.00 € ",<25%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €",0 €,5,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
411,OPID411,CPY8256228,Universität Stuttgart | Institut für Biomaterialien und biomolekulare Systeme | Abteilung Intelligente Biointegrative Systeme,Hyperganic Platform | Academic,05 Jan 2022,Bioprinting,Amelie Erben,Existing Network,Active,3) Project Evaluation,,"Thursday, 31 March 2022", -   € ,,,,4,3,3,3,3,2,90%,#REF!,#REF!,, -   € ,75%-99%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,8,0 €,3,#N/A,#N/A,0,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
412,OPID412,CPY8256183,Datta Meghe Institute of Medical Sciences,Hyperganic Platform | Academic,05 Jan 2022,Bioprinting,Amelie Erben,Outreach | Cold,Active,5) Pilot,,"Saturday, 30 April 2022", -   € ,,,,2,3,3,1,1,2,60%,#REF!,#REF!,, -   € ,50%-75%,44652,Forecast,Revenue,#REF!,  ,"Saturday, 30 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,5,0 €,5,#N/A,#N/A,0,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
413,OPID413,CPY825866,UpNano GmbH,Hyperganic Platform,05 Jan 2022,Bioprinting,Amelie Erben,Outreach | Cold,Paused,2) First Contact,,"Friday, 30 September 2022"," 15,000.00 € ", ARR ,,,0,0,,1,,0,5%,#REF!,#REF!,, 750.00 € ,<25%,44805,Forecast,Revenue,#REF!,  ,"Friday, 30 September 2022",> 2020,,2022-Q3,"300,000 €",0 €,4,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
414,OPID414,CPY8251137,xolo GmbH,Hyperganic Platform,05 Jan 2022,Bioprinting,Amelie Erben,Outreach | Cold,Active,2) First Contact,,"Saturday, 30 April 2022"," 15,000.00 € ", ARR ,,,2,1,,,,,15%,#REF!,#REF!,," 2,250.00 € ",<25%,44652,Forecast,Revenue,#REF!,  ,"Saturday, 30 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,5,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
415,OPID415,CPY8254960,Awesome Industries,Development Partnership Agreement & Catchall,05 Jan 2022,Discovery,Markus Finke,Existing Network,Active,3) Project Evaluation,,"Saturday, 30 April 2022"," 15,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44652,Forecast,Revenue,#REF!,  ,"Saturday, 30 April 2022",> 2020,,2022-Q2,"300,000 €","210,000 €",8,"26,250 €",3,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Discovery
416,OPID416,CPY8252903,RegenHU,Hyperganic Platform,05 Jan 2022,Bioprinting,Amelie Erben,Outreach | Cold,Active,2) First Contact,,"Friday, 30 September 2022"," 15,000.00 € ", ARR ,,,2,,,1,1,4,40%,#REF!,#REF!,," 6,000.00 € ",25%-50%,44805,Forecast,Revenue,#REF!,  ,"Friday, 30 September 2022",> 2020,,2022-Q3,"300,000 €",0 €,4,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
417,OPID417,CPY8256333,ARRK (MALAYSIA) SDN BHD,Hyperganic Platform,03 Jan 2022,,Sherman Lim,Outreach | Cold,Active,2) First Contact,,"Monday, 30 May 2022"," 15,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Unknown
418,OPID418,CPY8256339,SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,Development Partnership Agreement & Catchall,04 Jan 2022,,Sherman Lim,Outreach | Cold,Active,4) Project Definition,,"Monday, 30 May 2022"," 15,000.00 € ", ARR ,, R&D of A*Star ,2,,,1,1,2,30%,#REF!,#REF!,," 4,500.00 € ",25%-50%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",4,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Unknown
419,OPID419,CPY8256349,Singapore Manufacturing Federation,Development Partnership Agreement & Catchall,04 Jan 2022,,Sherman Lim,Outreach | Cold,Active,4) Project Definition,,"Monday, 30 May 2022"," 15,000.00 € ", ARR ,, able to redirect us to their member network for manufactures of singapore  ,2,,,2,2,2,40%,#REF!,#REF!,," 6,000.00 € ",25%-50%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",4,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Unknown
420,OPID420,CPY82568,Hanbang 3D,Development Partnership Agreement & Catchall,04 Jan 2022,,Sherman Lim,Outreach | Cold,Active,4) Project Definition,,"Monday, 30 May 2022"," 15,000.00 € ", ARR ,, printed demo parts ,4,,3,2,2,2,65%,#REF!,#REF!,," 9,750.00 € ",50%-75%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",4,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Unknown
421,OPID421,CPY8256376,"Covestro Japan Co., Ltd",Hyperganic Platform,04 Jan 2022,,Sherman Lim,Outreach | Cold,Active,4) Project Definition,,"Monday, 30 May 2022"," 15,000.00 € ", ARR ,, Covestro Japan - Platform/Insole app ,2,,,1,,2,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",4,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Unknown
422,OPID422,CPY8255773,ORTHO-TEAM AG,Insoles & Latticing,05 Jan 2022,Insole,Markus Finke,Inbound | Partner,Active,3) Project Evaluation,,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",3,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Insole
423,OPID423,CPY8256374,CATL,Battery,07 Jan 2022,Research,Yiyi Lin,Outreach | Cold,Active,2) First Contact,,"Saturday, 31 December 2022"," 15,000.00 € ", ARR ,, Battery technology ,2,3,3,3,1,2,70%,#REF!,#REF!,," 10,500.00 € ",50%-75%,44896,Forecast,Revenue,#REF!,  ,"Saturday, 31 December 2022",> 2020,,2022-Q4,"500,000 €","25,000 €",4,"6,250 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Research
424,OPID424,CPY8256375,Orthopädie Bähler AG,Insoles & Latticing,07 Jan 2022,Orthotics,Markus Finke,Inbound | Partner,Active,3) Project Evaluation,,"Wednesday, 1 June 2022"," 15,000.00 € ", ARR ,,,2,1,,,,2,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Wednesday, 1 June 2022",> 2020,,2022-Q2,"300,000 €","210,000 €",8,"26,250 €",3,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-1,Euros,€,Orthotics
425,OPID425,CPY8256346,EPFL | Laboratory of Applied Photonics Devices,Hyperganic Platform | Academic,07 Jan 2022,Bioprinting,Amelie Erben,Outreach | Cold,Active,3) Project Evaluation,,"Tuesday, 15 February 2022", -   € ,,, volumetric (bio) priting ,2,1,,1,1,2,35%,#REF!,#REF!,, -   € ,25%-50%,44593,Forecast,Revenue,#REF!,  ,"Tuesday, 15 February 2022",> 2020,,2022-Q1,"200,000 €",0 €,8,0 €,3,#N/A,#N/A,0,,Forecast,Unhide,2022-1,Euros,€,Bioprinting
426,OPID426,CPY8256347,Singapore University of Technology and Design | Joel Yang's NanoLab,Hyperganic Platform | Academic,10 Jan 2022,Nanoprinting,Amelie Erben,Outreach | Cold,Active,3) Project Evaluation,,"Tuesday, 15 February 2022", -   € ,,," photonic crystals, investigation of optical properties of nanoprinted objects ",2,1,,2,1,2,40%,#REF!,#REF!,, -   € ,25%-50%,44593,Forecast,Revenue,#REF!,  ,"Tuesday, 15 February 2022",> 2020,,2022-Q1,"200,000 €",0 €,8,0 €,3,#N/A,#N/A,0,,Forecast,Unhide,2022-2,Euros,€,Nanoprinting
427,OPID427,CPY8256396,SHOEfabrik Co. Ltd,Hyperganic Emboss,11 Jan 2022,Footwear,Sherman Lim,Outreach | Cold,Active,3) Project Evaluation,,"Tuesday, 15 March 2022"," 15,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 15 March 2022",> 2020,,2022-Q1,"200,000 €","20,000 €",9,"2,222 €",3,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-2,Euros,€,Footwear
428,OPID428,CPY8255714,framas Kunststofftechnik GmbH,Hyperganic Platform,11 Jan 2022,Tool Making,Markus Finke,Inbound | Partner,Active,4) Project Definition,,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,2,,3,1,,2,40%,#REF!,#REF!,," 6,000.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",4,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-2,Euros,€,Tool Making
429,OPID429,CPY8256395,Deichmann SE,Hyperganic Emboss,12 Jan 2022,Footwear,Joris Debo,Inbound | Partner,Active,2) First Contact,,"Monday, 11 April 2022"," 15,000.00 € ", ARR ,, Custom emboss workflow ,2,1,,1,1,2,35%,#REF!,#REF!,," 5,250.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Monday, 11 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-2,Euros,€,Footwear
430,OPID430,CPY8256432,IESL-FORTH,Hyperganic Platform | Academic,13 Jan 2022,Bioprinting,Amelie Erben,Outreach | Cold,Active,2) First Contact,,"Saturday, 30 April 2022", - ,,, Multi-photon stereolithography | combin Hy voxel formats with hardware ,,,,,,,0%,#REF!,#REF!,,#VALUE!,0%,44652,Forecast,Revenue,#REF!,  ,"Saturday, 30 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,5,0 €,2,#N/A,#N/A,0,,Forecast,Unhide,2022-2,Euros,€,Bioprinting
431,OPID431,CPY8251073,UCL (University College London),Hyperganic Platform | Academic,12 Jan 2022,Nanoprinting,Amelie Erben,Outreach | Cold,Active,2) First Contact,,"Friday, 15 July 2022", -   € ,,, electro spraying ,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44743,Forecast,Revenue,#REF!,  ,"Friday, 15 July 2022",> 2020,,2022-Q3,"300,000 €",0 €,4,0 €,2,#N/A,#N/A,0,,Forecast,Unhide,2022-2,Euros,€,Nanoprinting
432,OPID432,Missing ID,"3DPrinting Co.,Ltd.",Development Partnership Agreement & Catchall,13 Jan 2022,,Sherman Lim,Outreach | Cold,Active,2) First Contact,,"Monday, 30 May 2022"," 15,000.00 € ", ARR ,, Taiwanese reseller - wants to use most of Hyperganic apps and perform printing services ,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-2,Euros,€,Unknown
433,OPID433,CPY8252270,A*star,Hyperganic Platform | Academic,13 Jan 2022,,Sherman Lim,Outreach | Cold,Active,2) First Contact,,"Monday, 30 May 2022"," 15,000.00 € ", ARR ,,,,,3,1,1,2,35%,#REF!,#REF!,," 5,250.00 € ",25%-50%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-2,Euros,€,Unknown
434,OPID434,CPY82598,Nexa3D,Material Validation (Catchall for indirect sales),01 Dec 2021,Discovery,Abhishek Parekh,Inbound | Partner,Active,2) First Contact,,"Wednesday, 30 March 2022"," 15,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Wednesday, 30 March 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-48,Euros,€,Discovery
435,OPID435,CPY82519,Atum 3D,Hyperganic Insole,01 Dec 2021,Insole,Abhishek Parekh,Inbound | Partner,Active,2) First Contact,,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-48,Euros,€,Insole
436,OPID436,CPY8256451,"Hua Yue (Guangzhou) Smart Manufacturing Technology Co., LTD",Hyperganic Insole,18 Jan 2022,Insole,Yiyi Lin,Inbound | Partner,Active,3) Project Evaluation,,"Thursday, 30 June 2022"," 15,000.00 € ", ARR ,, FDM mass custimazation ,2,1,3,1,1,2,50%,#REF!,#REF!,," 7,500.00 € ",50%-75%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",3,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-3,Euros,€,Insole
437,OPID437,CPY8256424,Massachusetts Institute of Technology | Fang Group,Hyperganic Platform | Academic,18 Jan 2022,Nanoprinting,Amelie Erben,Outreach | Cold,Active,3) Project Evaluation,,"Tuesday, 15 February 2022", - ,,, microfluidic design ,4,3,,3,3,4,85%,#REF!,#REF!,,#VALUE!,75%-99%,44593,Forecast,Revenue,#REF!,  ,"Tuesday, 15 February 2022",> 2020,,2022-Q1,"200,000 €",0 €,8,0 €,3,#N/A,#N/A,0,,Forecast,Unhide,2022-3,Euros,€,Nanoprinting
438,OPID438,CPY8256410,Gränges AB,Hyperganic Platform,19 Jan 2022,Tool Making,Joris Debo,Outreach | Cold,Active,2) First Contact,,"Tuesday, 19 April 2022"," 15,000.00 € ", ARR ,,,2,1,,1,1,4,45%,#REF!,#REF!,," 6,750.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Tuesday, 19 April 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-3,Euros,€,Tool Making
439,OPID439,CPY8256461,Allplan Development Germany GmbH,Hyperganic Platform,19 Jan 2022,Discovery,Joris Debo,Inbound | Partner,Active,2) First Contact,,"Monday, 19 September 2022"," 15,000.00 € ", ARR ,,,2,2,,,,2,30%,#REF!,#REF!,," 4,500.00 € ",25%-50%,44805,Forecast,Revenue,#REF!,  ,"Monday, 19 September 2022",> 2020,,2022-Q3,"300,000 €",0 €,1,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-3,Euros,€,Discovery
440,OPID440,CPY8254836,Meltio,Development Partnership Agreement & Catchall,20 Jan 2022,Discovery,Joris Debo,Outreach | Cold,Active,2) First Contact,,"Friday, 20 May 2022"," 15,000.00 € ", ARR ,,,2,1,,1,1,2,35%,#REF!,#REF!,," 5,250.00 € ",25%-50%,44682,Forecast,Revenue,#REF!,  ,"Friday, 20 May 2022",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,2,1 - Revenue,ARR,15000,,Forecast,Unhide,2022-3,Euros,€,Discovery
441,OPID441,CPY8254836,Meltio,Slicing sofware/ gcode output application for their 3D Printers/robots,20 Jan 2022,Hyperganic Print,Joris Debo,Outreach | Cold,Paused,2) First Contact,A) no strategic match,"Wednesday, 1 March 2023"," 40,000.00 € ", ARR ,,,2,1,,1,1,1,30%,#REF!,#REF!,," 12,000.00 € ",25%-50%,44986,Forecast,Revenue,#REF!,  ,"Wednesday, 1 March 2023",> 2020,,2023-Q1,,,1,0,2,1 - Revenue,ARR,40000,,Forecast,Unhide,2022-3,Euros,€,Hyperganic Print
